k,mu,c,n,D1,D2,D3,D4,multiplicity_test
2,1,1,7,65,1633,21905,96037,passed
3,1,1,22,86,3508,78776,3353872,nonconstant_conjugate_multiplicity
4,1,2,35,109,6697,306181,3342889,passed
4,2,2,17,127,10945,402463,23351257,noninteger_multiplicity
5,2,2,31,149,15721,797597,82735933,nonconstant_conjugate_multiplicity
5,2,3,26,154,17236,1057672,37993168,nonconstant_conjugate_multiplicity
6,2,2,52,164,19120,1010240,112917760,nonconstant_conjugate_multiplicity
6,2,3,42,174,22500,1659960,118188720,noninteger_multiplicity
6,2,4,37,179,24265,2023595,4763305,nonconstant_conjugate_multiplicity
6,3,3,27,189,27945,1607445,151460685,nonconstant_conjugate_multiplicity
7,2,3,64,188,26272,2015360,158371840,passed
7,3,4,36,216,37584,3079296,218350080,nonconstant_conjugate_multiplicity
8,2,3,93,195,27657,1855035,50455629,noninteger_multiplicity
8,2,4,79,209,33313,3170321,82955761,nonconstant_conjugate_multiplicity
8,4,4,37,251,52633,4102595,529127137,nonconstant_conjugate_multiplicity
9,3,3,82,242,46900,3822632,656682256,nonconstant_conjugate_multiplicity
9,3,4,70,254,52852,5523992,753503920,noninteger_multiplicity
9,3,6,58,266,59092,7444808,27361840,noninteger_multiplicity
9,4,5,46,278,65620,6713144,706858768,noninteger_multiplicity
9,4,6,43,281,67297,7256825,206397565,noninteger_multiplicity
10,3,3,111,249,49041,3498201,417898845,nonconstant_conjugate_multiplicity
10,3,5,83,277,63769,7971229,750289813,nonconstant_conjugate_multiplicity
10,3,6,76,284,67696,9287936,290407936,nonconstant_conjugate_multiplicity
10,5,5,47,313,85009,8353657,1364061301,nonconstant_conjugate_multiplicity
10,5,6,44,316,86896,9030016,775290880,noninteger_multiplicity
10,6,6,36,324,92016,7138368,478690560,nonconstant_conjugate_multiplicity
11,5,6,56,340,101344,12424960,1732673536,noninteger_multiplicity
12,3,6,123,309,79929,11482749,434692089,nonconstant_conjugate_multiplicity
12,4,4,112,320,86848,9543680,2200797184,nonconstant_conjugate_multiplicity
12,4,6,90,342,101412,15180696,2162190672,nonconstant_conjugate_multiplicity
12,4,8,79,353,109057,18367649,83097745,nonconstant_conjugate_multiplicity
12,6,6,57,375,125073,14826375,2926981737,nonconstant_conjugate_multiplicity
13,6,7,66,402,144756,20680488,3587956560,noninteger_multiplicity
14,7,7,67,437,172825,23986493,5551614877,nonconstant_conjugate_multiplicity
15,5,5,142,398,138964,19201112,5549575696,nonconstant_conjugate_multiplicity
15,5,6,128,412,150304,24548608,6380136448,noninteger_multiplicity
15,5,7,118,422,158644,28663928,5959205200,nonconstant_conjugate_multiplicity
15,5,10,100,440,174160,36713600,191296000,nonconstant_conjugate_multiplicity
15,6,7,96,444,177696,30561408,7862427648,noninteger_multiplicity
15,6,9,86,454,186676,35326648,4072354384,nonconstant_conjugate_multiplicity
15,7,8,76,464,195856,31945472,6627877888,nonconstant_conjugate_multiplicity
15,7,10,70,470,201460,34992440,1857713200,nonconstant_conjugate_multiplicity
16,4,6,197,379,122905,17109955,1175745385,nonconstant_conjugate_multiplicity
16,4,8,167,409,146545,28133065,1376203585,nonconstant_conjugate_multiplicity
16,5,6,153,423,158193,25800039,6670234089,multiplicity_below_valency
16,5,8,131,445,177289,35639605,5904374593,nonconstant_conjugate_multiplicity
16,6,8,107,469,199225,38732365,8664752305,nonconstant_conjugate_multiplicity
16,6,10,97,479,208705,44099135,3600730825,nonconstant_conjugate_multiplicity
16,8,8,77,499,228265,36299755,9634695025,nonconstant_conjugate_multiplicity
16,8,10,71,505,234289,39778345,4389103225,nonconstant_conjugate_multiplicity
17,8,9,86,526,254644,46685656,11270615440,noninteger_multiplicity
18,6,6,172,476,203248,33822656,11745494272,nonconstant_conjugate_multiplicity
18,6,9,138,510,236772,53335800,11341553904,nonconstant_conjugate_multiplicity
18,6,12,121,527,254401,64404143,374946025,nonconstant_conjugate_multiplicity
18,9,9,87,561,291393,52231905,15635964357,nonconstant_conjugate_multiplicity
19,9,10,96,588,321120,65366784,17997355008,nonconstant_conjugate_multiplicity
20,5,10,211,509,233161,56010869,3346946761,nonconstant_conjugate_multiplicity
20,10,10,97,623,362209,72248687,24078172921,nonconstant_conjugate_multiplicity
21,5,8,274,482,205108,36394856,550157296,nonconstant_conjugate_multiplicity
21,6,6,267,489,211905,27572265,3655261485,nonconstant_conjugate_multiplicity
21,6,7,242,514,236980,41870440,10375869520,nonconstant_conjugate_multiplicity
21,6,10,197,559,285265,72527455,13808203525,nonconstant_conjugate_multiplicity
21,7,7,202,554,279700,54436040,22069192720,nonconstant_conjugate_multiplicity
21,7,8,187,569,296545,65494745,24873950725,noninteger_multiplicity
21,7,10,166,590,320884,82271960,22898959600,nonconstant_conjugate_multiplicity
21,7,12,152,604,337600,94320640,14024581120,nonconstant_conjugate_multiplicity
21,7,14,142,614,349780,103360760,660701680,nonconstant_conjugate_multiplicity
21,10,11,106,650,395284,88454600,27352290256,noninteger_multiplicity
21,10,14,97,659,407065,97443035,7526943925,nonconstant_conjugate_multiplicity
22,6,7,276,516,237744,38415168,6057400320,noninteger_multiplicity
22,6,8,254,538,260932,52528168,11448863440,nonconstant_conjugate_multiplicity
22,6,11,212,580,307888,83863360,11622618112,nonconstant_conjugate_multiplicity
22,7,9,199,593,323137,78646625,26908019605,nonconstant_conjugate_multiplicity
22,7,10,188,604,336304,88058368,25850971648,nonconstant_conjugate_multiplicity
22,7,11,179,613,347257,96084685,22692010285,nonconstant_conjugate_multiplicity
22,11,11,107,685,440713,96815845,35547078637,nonconstant_conjugate_multiplicity
22,11,14,98,694,453124,106701112,14344191568,nonconstant_conjugate_multiplicity
23,11,12,116,712,477136,116414848,39942622720,noninteger_multiplicity
24,6,8,324,540,260496,44089920,589545216,nonconstant_conjugate_multiplicity
24,6,9,301,563,285865,60250571,6438451333,nonconstant_conjugate_multiplicity
24,6,12,255,609,339777,98005761,6908182929,nonconstant_conjugate_multiplicity
24,8,8,232,632,368320,82068992,38039474176,nonconstant_conjugate_multiplicity
24,8,12,186,678,428580,128898648,36433080720,nonconstant_conjugate_multiplicity
24,8,16,163,701,460297,155504933,1078881265,nonconstant_conjugate_multiplicity
24,12,12,117,747,526905,126399123,50691447297,nonconstant_conjugate_multiplicity
25,6,10,316,584,308656,71266688,4100303872,nonconstant_conjugate_multiplicity
25,8,15,186,714,477396,163194696,17501273424,nonconstant_conjugate_multiplicity
25,10,10,176,724,491776,130852864,69796765696,nonconstant_conjugate_multiplicity
25,10,12,161,739,513721,149781259,60945144733,nonconstant_conjugate_multiplicity
25,10,15,146,754,536116,169707304,32722511056,nonconstant_conjugate_multiplicity
25,12,13,126,774,566676,149713272,56438561808,nonconstant_conjugate_multiplicity
25,15,16,91,809,622081,125816489,13555365877,noninteger_multiplicity
26,10,10,196,740,513904,140528960,78372977920,nonconstant_conjugate_multiplicity
26,10,13,172,764,550000,172664000,64459648000,nonconstant_conjugate_multiplicity
26,10,16,157,779,573145,194083955,30905869225,nonconstant_conjugate_multiplicity
26,13,13,127,809,620785,161464265,70223052565,nonconstant_conjugate_multiplicity
27,9,9,262,710,469108,117749240,61413305104,nonconstant_conjugate_multiplicity
27,9,12,223,749,526009,166836005,67802755021,nonconstant_conjugate_multiplicity
27,9,13,214,758,539572,179121464,62418524560,nonconstant_conjugate_multiplicity
27,9,18,184,788,585952,222758144,1663467520,nonconstant_conjugate_multiplicity
27,13,14,136,836,663904,188815616,77573324800,noninteger_multiplicity
27,13,18,124,848,684112,208662272,21126676480,nonconstant_conjugate_multiplicity
28,7,12,326,682,428836,125414344,17716837840,nonconstant_conjugate_multiplicity
28,7,14,299,709,466393,157007341,12742978201,nonconstant_conjugate_multiplicity
28,9,12,246,762,544356,174824136,73064028240,nonconstant_conjugate_multiplicity
28,9,14,227,781,573673,202079845,61906865497,nonconstant_conjugate_multiplicity
28,12,12,176,832,655936,196378624,113283235840,nonconstant_conjugate_multiplicity
28,12,14,164,844,676048,216185536,95158663936,nonconstant_conjugate_multiplicity
28,12,16,155,853,691321,231518701,68137814689,noninteger_multiplicity
28,12,18,148,860,703312,243730880,34841876224,nonconstant_conjugate_multiplicity
28,14,14,137,871,722353,202477015,94916675977,nonconstant_conjugate_multiplicity
28,14,18,125,883,743401,223851979,35459190505,nonconstant_conjugate_multiplicity
29,7,11,378,666,405972,101202696,5654532240,nonconstant_conjugate_multiplicity
29,14,15,146,898,768820,234187624,104143136848,noninteger_multiplicity
30,10,10,292,788,582064,162504512,94185815296,nonconstant_conjugate_multiplicity
30,10,12,263,817,628609,206512273,107017936585,nonconstant_conjugate_multiplicity
30,10,15,234,846,676836,254642616,89780828976,nonconstant_conjugate_multiplicity
30,10,20,205,875,726745,307041875,2452107625,nonconstant_conjugate_multiplicity
30,15,15,147,933,831609,249903117,125610106941,nonconstant_conjugate_multiplicity
31,15,16,156,960,881424,286295040,137007230976,noninteger_multiplicity
32,8,12,405,747,516537,145761363,21035517345,nonconstant_conjugate_multiplicity
32,8,16,343,809,613009,235905209,21656203489,nonconstant_conjugate_multiplicity
32,16,16,157,995,948553,304208315,163204142737,nonconstant_conjugate_multiplicity
33,8,12,441,747,515241,137048355,5657976765,nonconstant_conjugate_multiplicity
33,8,15,386,802,600436,215465320,20612818000,nonconstant_conjugate_multiplicity
33,11,11,322,866,707188,217362536,138590297872,nonconstant_conjugate_multiplicity
33,11,12,306,882,735156,246046248,151494539760,noninteger_multiplicity
33,11,16,262,926,814708,331985816,138930913072,nonconstant_conjugate_multiplicity
33,11,22,226,962,882676,410277608,3486113200,nonconstant_conjugate_multiplicity
33,12,12,276,912,788976,265676544,185475225600,nonconstant_conjugate_multiplicity
33,12,14,254,934,829588,310017016,185514593776,nonconstant_conjugate_multiplicity
33,12,21,210,978,913716,406898856,51505799184,nonconstant_conjugate_multiplicity
33,12,22,206,982,921556,416261944,21825460720,nonconstant_conjugate_multiplicity
33,16,17,166,1022,1001716,345603608,177087848080,noninteger_multiplicity
33,16,22,151,1037,1032601,382703813,47908728925,nonconstant_conjugate_multiplicity
34,11,17,275,949,856537,366398461,137909864389,nonconstant_conjugate_multiplicity
34,17,17,167,1057,1073185,365858353,208662588517,nonconstant_conjugate_multiplicity
34,17,22,152,1072,1105120,405284608,73891965952,nonconstant_conjugate_multiplicity
35,10,17,330,930,819540,352377000,104648274000,nonconstant_conjugate_multiplicity
35,14,15,240,1020,995040,385706880,264914841600,noninteger_multiplicity
35,14,17,226,1034,1023796,420734600,233993854288,nonconstant_conjugate_multiplicity
35,14,21,206,1054,1065556,472887640,127755329104,nonconstant_conjugate_multiplicity
35,17,18,176,1084,1129696,412579072,225370236928,nonconstant_conjugate_multiplicity
35,17,20,169,1091,1144921,431853803,170179210933,nonconstant_conjugate_multiplicity
35,17,21,166,1094,1151476,440212472,139365255568,nonconstant_conjugate_multiplicity
36,9,12,492,804,599760,153982080,5000486400,nonconstant_conjugate_multiplicity
36,9,14,447,849,674145,225753345,40205693385,nonconstant_conjugate_multiplicity
36,9,15,429,867,705033,257319531,47571877773,nonconstant_conjugate_multiplicity
36,9,18,387,909,779625,337588965,34574534505,nonconstant_conjugate_multiplicity
36,9,20,366,930,818244,381303720,1603521360,nonconstant_conjugate_multiplicity
36,10,12,436,860,692944,205835840,74667695872,nonconstant_conjugate_multiplicity
36,10,13,415,881,729505,243072305,95852363005,nonconstant_conjugate_multiplicity
36,10,14,397,899,761545,276842555,108886476025,nonconstant_conjugate_multiplicity
36,10,18,345,951,857745,384341895,94316330745,nonconstant_conjugate_multiplicity
36,10,21,319,977,907873,443824721,30856640989,nonconstant_conjugate_multiplicity
36,12,12,352,944,844480,283351040,197098209280,nonconstant_conjugate_multiplicity
36,12,14,322,974,902020,348399800,222484025680,nonconstant_conjugate_multiplicity
36,12,15,310,986,925540,375882920,222968104240,nonconstant_conjugate_multiplicity
36,12,18,282,1014,981540,443341080,187296112080,nonconstant_conjugate_multiplicity
36,12,20,268,1028,1010128,478850624,139695974656,nonconstant_conjugate_multiplicity
36,12,21,262,1034,1022500,494438120,110364960880,nonconstant_conjugate_multiplicity
36,12,24,247,1049,1053745,534386825,4810460305,nonconstant_conjugate_multiplicity
36,14,15,259,1037,1028713,408238901,292012373653,noninteger_multiplicity
36,14,18,237,1059,1074825,465732315,243387674505,nonconstant_conjugate_multiplicity
36,14,20,226,1070,1098244,495628280,189541490320,nonconstant_conjugate_multiplicity
36,14,22,217,1079,1117585,520666055,123193527625,nonconstant_conjugate_multiplicity
36,15,18,219,1077,1113273,466204221,258823197801,nonconstant_conjugate_multiplicity
36,15,21,205,1091,1143625,505378475,170649434725,nonconstant_conjugate_multiplicity
36,18,18,177,1119,1205505,435318975,263012257305,nonconstant_conjugate_multiplicity
36,18,20,170,1126,1221220,455737240,205892379280,nonconstant_conjugate_multiplicity
36,18,21,167,1129,1227985,464589145,173824167325,nonconstant_conjugate_multiplicity
36,20,21,148,1148,1271248,417927104,151888382464,noninteger_multiplicity
36,20,24,142,1154,1285060,436050440,52047898000,nonconstant_conjugate_multiplicity
36,21,25,133,1163,1305913,410949539,5996613301,nonconstant_conjugate_multiplicity
37,9,14,482,850,674548,216447400,20506767664,nonconstant_conjugate_multiplicity
37,9,16,445,887,738817,282875831,35801929597,nonconstant_conjugate_multiplicity
37,12,15,334,998,948052,387403640,232699243600,nonconstant_conjugate_multiplicity
37,18,19,186,1146,1265364,487687176,282902654160,noninteger_multiplicity
38,19,19,187,1181,1345513,513055925,327342969997,nonconstant_conjugate_multiplicity
39,13,13,382,1022,993940,361497752,272419169296,nonconstant_conjugate_multiplicity
39,13,19,310,1094,1146292,553638392,270416393680,nonconstant_conjugate_multiplicity
39,13,26,268,1136,1239952,681291008,6473789440,nonconstant_conjugate_multiplicity
39,19,20,196,1208,1408720,571393664,350796364288,noninteger_multiplicity
39,19,24,183,1221,1440297,616098285,188969122125,nonconstant_conjugate_multiplicity
39,19,26,178,1226,1452532,633621320,94464150640,nonconstant_conjugate_multiplicity
40,10,15,509,931,814921,288126811,52298263741,nonconstant_conjugate_multiplicity
40,10,18,457,983,914449,402055847,73681140265,nonconstant_conjugate_multiplicity
40,10,20,431,1009,966241,464948209,52546451761,nonconstant_conjugate_multiplicity
40,12,13,451,989,926281,316235717,183170736973,noninteger_multiplicity
40,12,14,431,1009,966241,362950417,215057213353,nonconstant_conjugate_multiplicity
40,12,20,353,1087,1129729,568719487,207763993969,nonconstant_conjugate_multiplicity
40,13,15,377,1063,1078129,447583591,312718239613,nonconstant_conjugate_multiplicity
40,13,18,341,1099,1155961,548279011,308706638185,nonconstant_conjugate_multiplicity
40,13,20,323,1117,1195849,601813909,268629186673,nonconstant_conjugate_multiplicity
40,13,24,296,1144,1256896,686198656,124710372352,nonconstant_conjugate_multiplicity
40,15,20,275,1165,1305385,637517125,355830300625,nonconstant_conjugate_multiplicity
40,15,25,249,1191,1366641,724700871,147477997701,nonconstant_conjugate_multiplicity
40,15,26,245,1195,1376185,738539875,95481003625,nonconstant_conjugate_multiplicity
40,20,20,197,1243,1493209,599534947,402807555361,nonconstant_conjugate_multiplicity
40,20,24,184,1256,1525696,646608896,235482529792,nonconstant_conjugate_multiplicity
40,20,26,179,1261,1538281,665052661,137139615145,nonconstant_conjugate_multiplicity
40,24,26,146,1294,1622596,529944760,78040761424,nonconstant_conjugate_multiplicity
41,20,21,206,1270,1559764,664164280,430225639696,noninteger_multiplicity
42,14,14,412,1100,1155568,452830400,367500961024,nonconstant_conjugate_multiplicity
42,14,21,330,1182,1342692,707767416,348457498992,nonconstant_conjugate_multiplicity
42,14,28,289,1223,1441297,852911639,8528405545,nonconstant_conjugate_multiplicity
42,21,21,207,1305,1648593,695221785,490621850037,nonconstant_conjugate_multiplicity
43,21,22,216,1332,1718496,766464768,522427760640,noninteger_multiplicity
44,11,22,475,1109,1172857,620872541,76742240569,nonconstant_conjugate_multiplicity
44,22,22,217,1367,1811665,800582183,592064698537,nonconstant_conjugate_multiplicity
45,11,17,586,1034,1010836,396613448,52679543248,nonconstant_conjugate_multiplicity
45,11,18,566,1054,1052596,448299928,73387031536,nonconstant_conjugate_multiplicity
45,11,20,532,1088,1125424,541998080,85678520320,nonconstant_conjugate_multiplicity
45,11,24,481,1139,1239001,696768443,10088037949,nonconstant_conjugate_multiplicity
45,12,15,574,1046,1035796,367677368,117198234448,nonconstant_conjugate_multiplicity
45,15,15,442,1178,1329364,558376712,485529530896,nonconstant_conjugate_multiplicity
45,15,18,398,1222,1434964,708276088,549712531312,nonconstant_conjugate_multiplicity
45,15,20,376,1244,1489216,788516864,532565794816,nonconstant_conjugate_multiplicity
45,15,22,358,1262,1534324,856852568,478422490480,nonconstant_conjugate_multiplicity
45,15,24,343,1277,1572409,915671573,394314021829,nonconstant_conjugate_multiplicity
45,15,30,310,1310,1657780,1051170200,11030278000,nonconstant_conjugate_multiplicity
45,18,18,321,1299,1629081,782841051,751745584485,nonconstant_conjugate_multiplicity
45,18,22,291,1329,1707921,905698881,638793910413,nonconstant_conjugate_multiplicity
45,18,27,266,1354,1774996,1013555656,352150602448,nonconstant_conjugate_multiplicity
45,18,30,255,1365,1804905,1062615645,129565730925,nonconstant_conjugate_multiplicity
45,20,25,244,1376,1835056,955736576,516828503296,nonconstant_conjugate_multiplicity
45,22,23,226,1394,1884916,878760872,628703015248,noninteger_multiplicity
45,22,30,205,1415,1943905,975468455,168723222325,nonconstant_conjugate_multiplicity
46,15,23,371,1285,1591609,921099565,475560267613,nonconstant_conjugate_multiplicity
46,18,20,323,1333,1717273,889794829,772616414521,nonconstant_conjugate_multiplicity
46,18,23,302,1354,1773700,980214760,658456017520,nonconstant_conjugate_multiplicity
46,18,28,277,1379,1842025,1092533435,342949983145,nonconstant_conjugate_multiplicity
46,23,23,227,1429,1982425,916081885,708477953245,nonconstant_conjugate_multiplicity
46,23,30,206,1450,2042884,1017209800,234038466640,nonconstant_conjugate_multiplicity
47,23,24,236,1456,2059024,1001518336,750414699520,noninteger_multiplicity
48,12,16,660,1068,1078416,371100096,18808982784,nonconstant_conjugate_multiplicity
48,12,18,613,1115,1181017,501831395,109692387289,nonconstant_conjugate_multiplicity
48,12,24,519,1209,1399473,808251561,108453991041,nonconstant_conjugate_multiplicity
48,16,16,472,1256,1515328,679164416,629928988672,nonconstant_conjugate_multiplicity
48,16,24,378,1350,1760292,1060695000,596310814224,nonconstant_conjugate_multiplicity
48,16,32,331,1397,1889401,1277988173,14039040625,nonconstant_conjugate_multiplicity
48,24,24,237,1491,2160873,1042186635,841266474417,nonconstant_conjugate_multiplicity
49,14,14,638,1126,1204372,375475960,131061245680,nonconstant_conjugate_multiplicity
49,14,15,610,1154,1268212,458484200,227383982800,noninteger_multiplicity
49,14,20,512,1252,1504000,792626176,455440900096,nonconstant_conjugate_multiplicity
49,14,21,498,1266,1539252,846118440,457843447440,nonconstant_conjugate_multiplicity
49,14,24,463,1301,1629097,986398685,397563347605,nonconstant_conjugate_multiplicity
49,14,28,428,1336,1721392,1136241280,190711206400,nonconstant_conjugate_multiplicity
49,14,30,414,1350,1758996,1198913400,44948098800,nonconstant_conjugate_multiplicity
49,16,21,428,1336,1721392,970021504,727700051200,nonconstant_conjugate_multiplicity
49,21,28,274,1490,2156596,1266839720,654082452976,nonconstant_conjugate_multiplicity
49,21,32,260,1504,2198512,1341784576,286268852224,nonconstant_conjugate_multiplicity
49,24,25,246,1518,2240820,1135202904,888989117328,noninteger_multiplicity
49,24,35,218,1546,2326612,1288776520,3613858000,nonconstant_conjugate_multiplicity
49,28,28,197,1567,2391985,1018802287,543870327421,nonconstant_conjugate_multiplicity
50,14,14,676,1124,1198576,347900480,59028495616,nonconstant_conjugate_multiplicity
50,14,15,646,1154,1266916,436050440,165987268720,noninteger_multiplicity
50,14,18,576,1224,1433376,666247680,379243855872,nonconstant_conjugate_multiplicity
50,14,20,541,1259,1520281,794712275,440227404505,nonconstant_conjugate_multiplicity
50,14,21,526,1274,1558276,852586280,449533570864,nonconstant_conjugate_multiplicity
50,14,25,478,1322,1682884,1049440616,368941151152,nonconstant_conjugate_multiplicity
50,14,28,451,1349,1755001,1168159805,208352996137,nonconstant_conjugate_multiplicity
50,14,30,436,1364,1795696,1236656960,63793327360,nonconstant_conjugate_multiplicity
50,25,25,247,1553,2347009,1179362177,991898130181,nonconstant_conjugate_multiplicity
50,25,35,219,1581,2434761,1339361541,79766854461,nonconstant_conjugate_multiplicity
51,15,15,630,1206,1388340,502106040,284653446480,nonconstant_conjugate_multiplicity
51,15,17,582,1254,1506420,670162680,465843085200,nonconstant_conjugate_multiplicity
51,15,18,562,1274,1556980,745264520,527276988400,nonconstant_conjugate_multiplicity
51,15,20,528,1308,1644768,879980544,598306922496,nonconstant_conjugate_multiplicity
51,15,24,477,1359,1780785,1099138815,568069258725,nonconstant_conjugate_multiplicity
51,15,30,426,1410,1922004,1339505640,211178657520,nonconstant_conjugate_multiplicity
51,17,17,502,1334,1713460,816221240,804361607440,nonconstant_conjugate_multiplicity
51,17,20,457,1379,1835545,1012110155,907585739125,nonconstant_conjugate_multiplicity
51,17,25,406,1430,1978804,1254401720,788063983120,nonconstant_conjugate_multiplicity
51,17,30,372,1464,2077200,1428278400,424885824000,nonconstant_conjugate_multiplicity
51,17,34,352,1484,2136160,1535287040,17617991680,nonconstant_conjugate_multiplicity
51,25,26,256,1580,2430304,1280280320,1045915580416,noninteger_multiplicity
51,25,34,232,1604,2506720,1422298880,279955456000,nonconstant_conjugate_multiplicity
51,30,35,188,1648,2649808,1163171584,62792494336,nonconstant_conjugate_multiplicity
52,13,17,725,1147,1248217,446147443,1348934485,nonconstant_conjugate_multiplicity
52,13,18,699,1173,1308537,527015997,72760850505,nonconstant_conjugate_multiplicity
52,13,26,563,1309,1646089,1029974869,149095598089,nonconstant_conjugate_multiplicity
52,17,20,482,1390,1864708,1030095640,926840019280,nonconstant_conjugate_multiplicity
52,17,21,469,1403,1901017,1090671155,936567885925,nonconstant_conjugate_multiplicity
52,17,26,419,1453,2043817,1337028805,783765798025,nonconstant_conjugate_multiplicity
52,17,28,404,1468,2087632,1415152000,648674813440,nonconstant_conjugate_multiplicity
52,17,30,391,1481,2125969,1484461097,481161458281,nonconstant_conjugate_multiplicity
52,26,26,257,1615,2540833,1328074255,1161903796537,nonconstant_conjugate_multiplicity
52,26,34,233,1639,2618929,1475809687,374764080313,nonconstant_conjugate_multiplicity
53,13,20,690,1218,1414836,656185320,111879915120,nonconstant_conjugate_multiplicity
53,26,27,266,1642,2627476,1437216328,1222746408400,noninteger_multiplicity
54,18,18,532,1412,1923760,970574912,1012727823616,nonconstant_conjugate_multiplicity
54,18,27,426,1518,2234340,1514897208,957469137840,nonconstant_conjugate_multiplicity
54,18,36,373,1571,2398057,1824988283,21834093865,nonconstant_conjugate_multiplicity
54,27,27,267,1677,2742345,1488788613,1352877357357,nonconstant_conjugate_multiplicity
55,15,16,749,1231,1444081,485409151,81274568245,noninteger_multiplicity
55,15,18,694,1286,1582516,685124216,316977867568,nonconstant_conjugate_multiplicity
55,15,20,650,1330,1697620,861653800,471590926000,nonconstant_conjugate_multiplicity
55,15,22,614,1366,1794676,1017555256,552044039344,nonconstant_conjugate_multiplicity
55,15,24,584,1396,1877536,1155575296,566849953792,nonconstant_conjugate_multiplicity
55,15,30,518,1462,2066164,1485982648,296592761776,nonconstant_conjugate_multiplicity
55,15,33,494,1486,2136916,1615513816,24475533328,nonconstant_conjugate_multiplicity
55,18,33,406,1574,2406196,1804565816,461999671120,nonconstant_conjugate_multiplicity
55,22,27,356,1624,2566096,1666951552,1424253054208,nonconstant_conjugate_multiplicity
55,22,33,326,1654,2664436,1860399352,790101053008,nonconstant_conjugate_multiplicity
55,27,28,276,1704,2832336,1606476672,1421096928768,nonconstant_conjugate_multiplicity
55,27,35,254,1726,2907796,1757461528,605617353808,nonconstant_conjugate_multiplicity
55,30,33,230,1750,2991220,1560475000,768515026000,nonconstant_conjugate_multiplicity
55,33,33,206,1774,3075796,1359458776,594367066000,nonconstant_conjugate_multiplicity
55,33,36,201,1779,3093561,1394894331,260294732901,nonconstant_conjugate_multiplicity
56,14,20,739,1277,1558153,715417541,144501651073,nonconstant_conjugate_multiplicity
56,14,21,717,1299,1614825,801359595,204817961205,nonconstant_conjugate_multiplicity
56,14,22,697,1319,1667185,882760535,248399334265,nonconstant_conjugate_multiplicity
56,14,24,662,1354,1760740,1032858280,288168457360,nonconstant_conjugate_multiplicity
56,14,28,607,1409,1912705,1288932065,200202761425,nonconstant_conjugate_multiplicity
56,14,30,585,1431,1975185,1398466215,84771433305,nonconstant_conjugate_multiplicity
56,20,21,475,1541,2302105,1350694205,1527747239725,noninteger_multiplicity
56,20,22,463,1553,2339233,1418872049,1539144073417,nonconstant_conjugate_multiplicity
56,20,24,442,1574,2404900,1541418200,1509033667600,nonconstant_conjugate_multiplicity
56,20,28,409,1607,2509873,1742426711,1277628078001,nonconstant_conjugate_multiplicity
56,20,33,379,1637,2607193,1934267741,753810493501,nonconstant_conjugate_multiplicity
56,20,36,365,1651,2653225,2026808875,349164681025,nonconstant_conjugate_multiplicity
56,22,28,367,1649,2646625,1778388785,1459794249745,nonconstant_conjugate_multiplicity
56,22,34,337,1679,2746465,1978374095,773874440905,nonconstant_conjugate_multiplicity
56,22,35,333,1683,2759913,2005720299,635503584141,nonconstant_conjugate_multiplicity
56,28,28,277,1739,2951545,1661970995,1566475704385,nonconstant_conjugate_multiplicity
56,28,35,255,1761,3028545,1818593505,730905418485,noninteger_multiplicity
56,28,40,244,1772,3067408,1898818496,6021768448,nonconstant_conjugate_multiplicity
57,19,19,562,1490,2146228,1143253160,1259166236944,nonconstant_conjugate_multiplicity
57,19,21,530,1522,2242612,1314502696,1384941326032,nonconstant_conjugate_multiplicity
57,19,24,492,1560,2359728,1530023040,1415418084864,nonconstant_conjugate_multiplicity
57,19,28,454,1598,2479732,1759059224,1228022906800,nonconstant_conjugate_multiplicity
57,19,38,394,1658,2675092,2149013384,26757974320,nonconstant_conjugate_multiplicity
57,21,24,438,1614,2531124,1625343192,1720000711728,nonconstant_conjugate_multiplicity
57,21,32,381,1671,2718369,1995630183,1072262030445,nonconstant_conjugate_multiplicity
57,21,36,362,1690,2782228,2126243080,527715909232,nonconstant_conjugate_multiplicity
57,21,38,354,1698,2809332,2182330728,217568430000,nonconstant_conjugate_multiplicity
57,24,33,324,1728,2912112,2022257664,1131700066560,nonconstant_conjugate_multiplicity
57,28,29,286,1766,3044884,1788527096,1642645476880,noninteger_multiplicity
57,28,38,259,1793,3140977,1988166257,438769595005,nonconstant_conjugate_multiplicity
58,19,26,494,1594,2465668,1692987400,1408700592208,nonconstant_conjugate_multiplicity
58,19,29,467,1621,2552473,1862375005,1221875724277,nonconstant_conjugate_multiplicity
58,29,29,287,1801,3168433,1848087145,1804418737237,nonconstant_conjugate_multiplicity
58,29,38,260,1828,3266416,2054905984,570831247360,nonconstant_conjugate_multiplicity
59,29,30,296,1828,3265120,1983833344,1889133395968,noninteger_multiplicity
60,15,20,828,1332,1696464,731939328,50180207616,nonconstant_conjugate_multiplicity
60,15,30,651,1509,2199321,1588012749,263432985561,nonconstant_conjugate_multiplicity
60,20,20,592,1568,2380864,1335283712,1548053610496,nonconstant_conjugate_multiplicity
60,20,24,533,1627,2569369,1692224803,1749666964129,nonconstant_conjugate_multiplicity
60,20,30,474,1686,2764836,2083147416,1462112805456,nonconstant_conjugate_multiplicity
60,20,40,415,1745,2967265,2509283825,32463924625,nonconstant_conjugate_multiplicity
60,30,30,297,1863,3393009,2047602807,2068489363401,nonconstant_conjugate_multiplicity
61,15,23,794,1402,1886548,1009647496,209949315856,nonconstant_conjugate_multiplicity
61,30,31,306,1890,3493044,2192861160,2162365037136,noninteger_multiplicity
